GLOBALEVENTID;SQLDATE;MonthYear;Year;FractionDate;Actor1Code;Actor1Name;Actor1CountryCode;Actor1KnownGroupCode;Actor1EthnicCode;Actor1Religion1Code;Actor1Religion2Code;Actor1Type1Code;Actor1Type2Code;Actor1Type3Code;Actor2Code;Actor2Name;Actor2CountryCode;Actor2KnownGroupCode;Actor2EthnicCode;Actor2Religion1Code;Actor2Religion2Code;Actor2Type1Code;Actor2Type2Code;Actor2Type3Code;IsRootEvent;EventCode;EventBaseCode;EventRootCode;QuadClass;GoldsteinScale;NumMentions;NumSources;NumArticles;AvgTone;Actor1Geo_Type;Actor1Geo_FullName;Actor1Geo_CountryCode;Actor1Geo_ADM1Code;;Actor1Geo_Lat;Actor1Geo_Long;Actor1Geo_FeatureID;Actor2Geo_Type;Actor2Geo_FullName;Actor2Geo_CountryCode;;Actor2Geo_ADM1Code;Actor2Geo_Lat;Actor2Geo_Long;Actor2Geo_FeatureID;ActionGeo_Type;ActionGeo_FullName;ActionGeo_CountryCode;ActionGeo_ADM1Code;;ActionGeo_Lat;ActionGeo_Long;ActionGeo_FeatureID;DATEADDED;SOURCEURL
817930338;20190114;201901;2019;2019.0384;SEP;LIBERATION ARMY;;;;;;SEP;;;COL;BOGOTA;COL;;;;;;;;1;15;15;1;1;0;10;1;10;-2.666666667;4;Bogota, Cundinamarca, Colombia;CO;CO33;18585;4.6;-74.0833;-578472;4;Bogota, Cundinamarca, Colombia;CO;CO33;18585;4.6;-74.0833;-578472;4;Bogota, Cundinamarca, Colombia;CO;CO33;18585;4.6;-74.0833;-578472;2.02E+13;http://www.china.org.cn/world/Off_the_Wire/2019-01/22/content_74395961.htm
817930339;20190114;201901;2019;2019.0384;USA;INDIANAPOLIS;USA;;;;;;;;CRM;THIEF;;;;;;CRM;;;1;180;180;18;4;-9;10;1;10;-8.355091384;0;;;;;;;;0;;;;;;;;0;;;;;;;;2.02E+13;https://cbs4indy.com/2019/01/21/police-believe-serial-robber-targeted-hispanic-customers-at-east-side-check-cashing-business/
817930340;20190120;201901;2019;2019.0548;;;;;;;;;;;CAN;CANADA;CAN;;;;;;;;0;130;130;13;3;-4.4;10;1;10;-2.25;0;;;;;;;;5;Northwest Territories, Northwest Territories, Canada;CA;CA13;25042;65;-118;-570392;5;Northwest Territories, Northwest Territories, Canada;CA;CA13;25042;65;-118;-570392;2.02E+13;https://www.narcity.com/ca/on/toronto/news/this-is-when-torontos-extreme-cold-weather-warning-is-finally-expected-to-end
817930341;20190120;201901;2019;2019.0548;AUS;AUSTRALIA;AUS;;;;;;;;AUSGOV;AUSTRALIA;AUS;;;;;GOV;;;1;10;10;1;1;0;2;1;2;-0.12345679;5;Waikato, Waikato, New Zealand;NZ;NZG1;22389;-38;175.5;11483309;5;Waikato, Waikato, New Zealand;NZ;NZG1;22389;-38;175.5;11483309;5;Waikato, Waikato, New Zealand;NZ;NZG1;22389;-38;175.5;11483309;2.02E+13;https://www.radionz.co.nz/news/political/380613/government-disappointed-by-housing-affordability-figures
817930342;20190120;201901;2019;2019.0548;AUS;AUSTRALIA;AUS;;;;;;;;GOV;MINIST;;;;;;GOV;;;1;10;10;1;1;0;1;1;1;-0.12345679;5;Waikato, Waikato, New Zealand;NZ;NZG1;22389;-38;175.5;11483309;5;Waikato, Waikato, New Zealand;NZ;NZG1;22389;-38;175.5;11483309;5;Waikato, Waikato, New Zealand;NZ;NZG1;22389;-38;175.5;11483309;2.02E+13;https://www.radionz.co.nz/news/political/380613/government-disappointed-by-housing-affordability-figures
817930343;20190120;201901;2019;2019.0548;AUS;AUSTRALIA;AUS;;;;;;;;GOV;GOVERNMENT;;;;;;GOV;;;1;20;20;2;1;3;3;1;3;-0.12345679;4;Melbourne, Victoria, Australia;AS;AS07;5430;-37.8167;144.967;-1586844;4;Melbourne, Victoria, Australia;AS;AS07;5430;-37.8167;144.967;-1586844;5;Waikato, Waikato, New Zealand;NZ;NZG1;22389;-38;175.5;11483309;2.02E+13;https://www.radionz.co.nz/news/political/380613/government-disappointed-by-housing-affordability-figures
817930344;20190120;201901;2019;2019.0548;COP;POLICE;;;;;;COP;;;HLH;DOCTOR;;;;;;HLH;;;1;173;173;17;4;-5;10;1;10;-5.49132948;4;Mymensingh, Bangladesh (general), Bangladesh;BG;BG00;5787;24.75;90.4;-2737867;4;Mymensingh, Bangladesh (general), Bangladesh;BG;BG00;5787;24.75;90.4;-2737867;4;Mymensingh, Bangladesh (general), Bangladesh;BG;BG00;5787;24.75;90.4;-2737867;2.02E+13;https://www.thedailystar.net/backpage/news/3-owners-pvt-hospital-held-1691122
817930345;20190120;201901;2019;2019.0548;COP;POLICE;;;;;;COP;;;JORBUS;AMMAN;JOR;;;;;BUS;;;1;173;173;17;4;-5;8;1;8;-8.556149733;4;Amman, (JO11), Jordan;JO;JO11;36728;31.95;35.9333;-970362;4;Amman, (JO11), Jordan;JO;JO11;36728;31.95;35.9333;-970362;4;Amman, (JO11), Jordan;JO;JO11;36728;31.95;35.9333;-970362;2.02E+13;http://en.ammonnews.net/article.aspx?articleno=39886
817930346;20190120;201901;2019;2019.0548;COP;POLICE;;;;;;COP;;;YEM;SANA;YEM;;;;;;;;0;173;173;17;4;-5;5;1;5;-8.424908425;0;;;;;;;;0;;;;;;;;0;;;;;;;;2.02E+13;https://www.thedailystar.net/backpage/news/shootout-cops-top-listed-yaba-dealer-shot-dead-1691128
817930347;20190120;201901;2019;2019.0548;COP;POLICE;;;;;;COP;;;YEM;SANA;YEM;;;;;;;;0;190;190;19;4;-10;5;1;5;-8.424908425;0;;;;;;;;0;;;;;;;;0;;;;;;;;2.02E+13;https://www.thedailystar.net/backpage/news/shootout-cops-top-listed-yaba-dealer-shot-dead-1691128
817930348;20190120;201901;2019;2019.0548;GOV;PRESIDENT;;;;;;GOV;;;MIL;BORDER SECURITY;;;;;;MIL;;;0;20;20;2;1;3;1;1;1;-1.015228426;1;United States;US;US;;39.828175;-98.5795;US;1;Mexico;MX;MX;;23;-102;MX;1;Mexico;MX;MX;;23;-102;MX;2.02E+13;https://www.thedailystar.net/us/news/no-amnesty-dreamers-1691062
817930349;20190121;201901;2019;2019.0575;;;;;;;;;;;AFR;AFRICA;AFR;;;;;;;;1;40;40;4;1;1;3;1;3;2.357563851;0;;;;;;;;4;Lagos, Lagos, Nigeria;NI;NI05;191416;6.45306;3.39583;-2017355;4;Lagos, Lagos, Nigeria;NI;NI05;191416;6.45306;3.39583;-2017355;2.02E+13;https://www.legit.ng/1214779-the-expensive-house-africa.html
817930350;20190121;201901;2019;2019.0575;;;;;;;;;;;ARE;UNITED ARAB EMIRATES;ARE;;;;;;;;0;42;42;4;1;1.9;1;1;1;0.512236767;0;;;;;;;;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930351;20190121;201901;2019;2019.0575;;;;;;;;;;;ARE;UNITED ARAB EMIRATES;ARE;;;;;;;;0;42;42;4;1;1.9;6;1;6;0.512236767;0;;;;;;;;1;United Arab Emirates;AE;AE;;24;54;AE;1;United Arab Emirates;AE;AE;;24;54;AE;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930352;20190121;201901;2019;2019.0575;;;;;;;;;;;AUS;AUSTRALIA;AUS;;;;;;;;1;190;190;19;4;-10;4;1;4;0.983606557;0;;;;;;;;4;Whittlesea, Victoria, Australia;AS;AS07;5427;-37.5115;145.118;-1609445;4;Whittlesea, Victoria, Australia;AS;AS07;5427;-37.5115;145.118;-1609445;2.02E+13;http://www.starweekly.com.au/news/call-to-rethink-australia-day-date-for-whittlesea/pub/northern/
817930353;20190121;201901;2019;2019.0575;;;;;;;;;;;AZE;AZERBAIJAN;AZE;;;;;;;;1;60;60;6;2;6;10;1;10;-1.596638655;0;;;;;;;;4;Baku, Baki*, Azerbaijan;AJ;AJ09;534;40.3953;49.8822;-2705195;4;Jerusalem, Israel (general), Israel;IS;IS00;18315;31.7667;35.2333;-797092;2.02E+13;https://www.jpost.com/Opinion/Israel-Azerbaijan-strengthen-and-expand-strategic-partnership-578185
817930354;20190121;201901;2019;2019.0575;;;;;;;;;;;BGD;SUNAMGANJ;BGD;;;;;;;;1;42;42;4;1;1.9;7;1;7;-3.461063041;0;;;;;;;;4;Sunamganj, Sylhet, Bangladesh;BG;BG86;5823;25.0667;91.4;-2737975;4;Sunamganj, Sylhet, Bangladesh;BG;BG86;5823;25.0667;91.4;-2737975;2.02E+13;https://www.thedailystar.net/city/news/bird-poaching-rampant-wetlands-1691107
817930355;20190121;201901;2019;2019.0575;;;;;;;;;;;BGD;SYLHET;BGD;;;;;;;;1;42;42;4;1;1.9;8;1;8;-0.842696629;0;;;;;;;;4;Sylhet, Sylhet, Bangladesh;BG;BG86;5824;24.8967;91.8717;-2737987;4;Sunamganj, Sylhet, Bangladesh;BG;BG86;5823;25.0667;91.4;-2737975;2.02E+13;https://www.hellenicshippingnews.com/bangladesh-coal-import-from-india-comes-to-a-sudden-halt/
817930356;20190121;201901;2019;2019.0575;;;;;;;;;;;BGD;SYLHET;BGD;;;;;;;;1;42;42;4;1;1.9;2;1;2;-0.842696629;0;;;;;;;;4;Sylhet, Sylhet, Bangladesh;BG;BG86;5824;24.8967;91.8717;-2737987;4;Sylhet, Sylhet, Bangladesh;BG;BG86;5824;24.8967;91.8717;-2737987;2.02E+13;https://www.hellenicshippingnews.com/bangladesh-coal-import-from-india-comes-to-a-sudden-halt/
817930357;20190121;201901;2019;2019.0575;;;;;;;;;;;BUS;INDUSTRY;;;;;;BUS;;;0;42;42;4;1;1.9;10;1;10;4.679802956;0;;;;;;;;3;Tampa, Florida, United States;US;USFL;FL057;27.9475;-82.4584;292005;3;Tampa, Florida, United States;US;USFL;FL057;27.9475;-82.4584;292005;2.02E+13;https://patch.com/florida/sarasota/announcements/a/70364/jonathan-wald-joins-realty-partners-srq
817930358;20190121;201901;2019;2019.0575;;;;;;;;;;;BUS;COMPANY;;;;;;BUS;;;1;50;50;5;1;3.5;5;1;5;-6.060606061;0;;;;;;;;1;Sweden;SW;SW;;62;15;SW;1;Sweden;SW;SW;;62;15;SW;2.02E+13;http://wbj.pl/hoist-withdraws-from-its-plan-to-acquire-getback-assets/
817930359;20190121;201901;2019;2019.0575;;;;;;;;;;;BUS;PRODUCER;;;;;;BUS;;;1;61;61;6;2;6.4;8;1;8;-3.660565724;0;;;;;;;;4;Shandong, Jiangsu, China;CH;CH04;13151;32.9793;118.852;11415469;4;Shandong, Jiangsu, China;CH;CH04;13151;32.9793;118.852;11415469;2.02E+13;https://www.scmp.com/news/china/economy/article/2149892/chinas-importers-brazilian-chickens-must-pay-deposits-40pc-under
817930360;20190121;201901;2019;2019.0575;;;;;;;;;;;BUSBUS;COMPANY;;;;;;BUS;BUS;;1;173;173;17;4;-5;10;1;10;-7.547169811;0;;;;;;;;0;;;;;;;;0;;;;;;;;2.02E+13;http://www.thebusinessdesk.com/northwest/news/2035758-waste-company-boss-jailed-for-vat-fraud
817930361;20190121;201901;2019;2019.0575;;;;;;;;;;;CAN;CANADA;CAN;;;;;;;;1;100;100;10;3;-5;4;1;4;-4.761904762;0;;;;;;;;4;Waterloo, Ontario, Canada;CA;CA08;12688;43.4667;-80.5333;-575624;4;Waterloo, Ontario, Canada;CA;CA08;12688;43.4667;-80.5333;-575624;2.02E+13;https://www.therecord.com/news-story/9135324-extreme-cold-pushes-kitchener-overflow-shelter-over-capacity/
817930362;20190121;201901;2019;2019.0575;;;;;;;;;;;CHE;DAVOS;CHE;;;;;;;;1;36;36;3;1;4;10;1;10;-10.41666667;0;;;;;;;;4;Tokyo, Tokyo, Japan;JA;JA40;36340;35.685;139.751;-246227;4;Tokyo, Tokyo, Japan;JA;JA40;36340;35.685;139.751;-246227;2.02E+13;https://www.thestar.com/business/2019/01/21/ousted-nissan-chair-makes-another-bid-for-bail-as-his-peers-fly-to-davos.html
817930363;20190121;201901;2019;2019.0575;;;;;;;;;;;CHECVL;DAVOS;CHE;;;;;CVL;;;1;43;43;4;1;2.8;6;1;6;-0.790513834;0;;;;;;;;4;Davos, Switzerland (general), Switzerland;SZ;SZ00;26294;46.8167;9.83333;-2551751;4;Davos, Switzerland (general), Switzerland;SZ;SZ00;26294;46.8167;9.83333;-2551751;2.02E+13;https://www.bbc.com/news/business-46945712
817930364;20190121;201901;2019;2019.0575;;;;;;;;;;;CHR;CHRISTIAN;;;;CHR;;;;;1;52;52;5;1;3.5;10;1;10;-0.589390963;0;;;;;;;;4;Zaria, Kaduna, Nigeria;NI;NI23;22834;11.1132;7.72518;-2032065;4;Zaria, Kaduna, Nigeria;NI;NI23;22834;11.1132;7.72518;-2032065;2.02E+13;http://www.nigerianeye.com/2019/01/my-christian-brothers-stood-by-me-when.html
817930365;20190121;201901;2019;2019.0575;;;;;;;;;;;CHRMAY200;THE LOCAL CHURCH;;;;CHR;;;;;0;36;36;3;1;4;1;1;1;0.512236767;0;;;;;;;;4;Rome, Lazio, Italy;IT;IT07;18350;41.9;12.4833;-126693;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930366;20190121;201901;2019;2019.0575;;;;;;;;;;;CHRMAY200;THE LOCAL CHURCH;;;;CHR;;;;;0;36;36;3;1;4;1;1;1;0.512236767;0;;;;;;;;1;Israel;IS;IS;;31.5;34.75;IS;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930367;20190121;201901;2019;2019.0575;;;;;;;;;;;CHRMAY200;THE LOCAL CHURCH;;;;CHR;;;;;0;36;36;3;1;4;3;1;3;0.512236767;0;;;;;;;;1;Israel;IS;IS;;31.5;34.75;IS;1;Israel;IS;IS;;31.5;34.75;IS;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930368;20190121;201901;2019;2019.0575;;;;;;;;;;;COP;PRISON;;;;;;COP;;;1;40;40;4;1;1;6;1;6;-2.529182879;0;;;;;;;;2;California, United States;US;USCA;;36.17;-119.746;CA;2;California, United States;US;USCA;;36.17;-119.746;CA;2.02E+13;https://www.cnsnews.com/news/article/cnsnewscom-staff/sen-kamala-harris-says-its-about-time-we-have-better-understanding
817930369;20190121;201901;2019;2019.0575;;;;;;;;;;;COP;POLICE OFFICER;;;;;;COP;;;0;51;51;5;1;3.4;1;1;1;-3.831417625;0;;;;;;;;4;Kogi, Nigeria (general), Nigeria;NI;NI00;190990;12.55;6.63333;-2015590;4;Abuja, Abuja Federal Capital Territory, Nigeria;NI;NI11;191147;9.08333;7.53333;-1997013;2.02E+13;http://www.nigerianeye.com/2019/01/police-refuse-to-release-melaye-move-to.html
817930370;20190121;201901;2019;2019.0575;;;;;;;;;;;COP;POLICE;;;;;;COP;;;1;60;60;6;2;6;3;1;3;-14.98944405;0;;;;;;;;3;Knox County, Maine, United States;US;USME;;43.8501;-69.3328;581292;3;Knox County, Maine, United States;US;USME;;43.8501;-69.3328;581292;2.02E+13;https://www.penbaypilot.com/article/knox-county-criminal-docket-closed-cases/112939
817930371;20190121;201901;2019;2019.0575;;;;;;;;;;;COP;POLICE;;;;;;COP;;;0;190;190;19;4;-10;6;1;6;-6.578947368;0;;;;;;;;4;Bhairon, Rajasthan, India;IN;IN24;70176;25.3333;77.4;-2091256;4;Bhairon, Rajasthan, India;IN;IN24;70176;25.3333;77.4;-2091256;2.02E+13;https://indianexpress.com/article/cities/chandigarh/haryana-woman-says-gangster-husband-killed-in-fake-encounter-moves-hc-5549188/
817930372;20190121;201901;2019;2019.0575;;;;;;;;;;;COP;POLICE;;;;;;COP;;;0;190;190;19;4;-10;4;1;4;-6.578947368;0;;;;;;;;4;Haryana, Haryana, India;IN;IN10;17660;29.6161;76.9806;6210381;4;Bhairon, Rajasthan, India;IN;IN24;70176;25.3333;77.4;-2091256;2.02E+13;https://indianexpress.com/article/cities/chandigarh/haryana-woman-says-gangster-husband-killed-in-fake-encounter-moves-hc-5549188/
817930373;20190121;201901;2019;2019.0575;;;;;;;;;;;COP;SECURITY FORCE;;;;;;COP;;;0;190;190;19;4;-10;10;1;10;-8.26848249;0;;;;;;;;1;Kuwait;KU;KU;;29.5;47.75;KU;1;Kuwait;KU;KU;;29.5;47.75;KU;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/2011-africa-and-middle-east-unrest-fast-facts/
817930374;20190121;201901;2019;2019.0575;;;;;;;;;;;COP;POLICE;;;;;;COP;;;1;190;190;19;4;-10;10;1;10;-2.631578947;0;;;;;;;;2;Kentucky, United States;US;USKY;;37.669;-84.6514;KY;2;Kentucky, United States;US;USKY;;37.669;-84.6514;KY;2.02E+13;http://www.westkentuckystar.com/News/Local-Regional/Southern-Illinois/Police-Investigating-Suspicious-Death.aspx
817930375;20190121;201901;2019;2019.0575;;;;;;;;;;;COP;POLICE OFFICER;;;;;;COP;;;0;193;193;19;4;-10;1;1;1;-3.831417625;0;;;;;;;;4;Kogi, Nigeria (general), Nigeria;NI;NI00;190990;12.55;6.63333;-2015590;4;Kogi, Nigeria (general), Nigeria;NI;NI00;190990;12.55;6.63333;-2015590;2.02E+13;http://www.nigerianeye.com/2019/01/police-refuse-to-release-melaye-move-to.html
817930376;20190121;201901;2019;2019.0575;;;;;;;;;;;CVL;COMMUNITY;;;;;;CVL;;;0;36;36;3;1;4;10;1;10;6.241134752;0;;;;;;;;1;Armenia;AM;AM;;40;45;AM;1;Armenia;AM;AM;;40;45;AM;2.02E+13;https://armenianweekly.com/2019/01/21/naasr-to-name-its-new-headquarters-after-distinguished-historian-and-philanthropic-leader-vartan-gregorian/
817930377;20190121;201901;2019;2019.0575;;;;;;;;;;;DEU;GERMAN;DEU;;;;;;;;1;61;61;6;2;6.4;5;1;5;1.095890411;0;;;;;;;;4;West Midlands, United Kingdom (general), United Kingdom;UK;UK00;40136;52.5;-1.96667;-2611326;4;West Midlands, United Kingdom (general), United Kingdom;UK;UK00;40136;52.5;-1.96667;-2611326;2.02E+13;http://www.thebusinessdesk.com/westmidlands/news/2025680-defence-giant-bae-systems-sells-control-of-vehicles-arm%C2%A0to-german-rival
817930378;20190121;201901;2019;2019.0575;;;;;;;;;;;DOM;DOMINICAN REPUBLIC;DOM;;;;;;;;0;36;36;3;1;4;10;1;10;1.678832117;0;;;;;;;;4;Punta Cana, La Altagracia, Dominican Republic;DR;DR10;36924;18.5269;-68.3656;-3363835;4;Punta Cana, La Altagracia, Dominican Republic;DR;DR10;36924;18.5269;-68.3656;-3363835;2.02E+13;https://www.smartertravel.com/cheapest-caribbean-islands/
817930379;20190121;201901;2019;2019.0575;;;;;;;;;;;DOM;SANTO DOMINGO;DOM;;;;;;;;0;42;42;4;1;1.9;8;1;8;1.678832117;0;;;;;;;;4;La Romana, La Romana, Dominican Republic;DR;DR12;36929;18.4273;-68.9728;-3358188;4;La Romana, La Romana, Dominican Republic;DR;DR12;36929;18.4273;-68.9728;-3358188;2.02E+13;https://www.smartertravel.com/cheapest-caribbean-islands/
817930380;20190121;201901;2019;2019.0575;;;;;;;;;;;DOM;SANTO DOMINGO;DOM;;;;;;;;0;42;42;4;1;1.9;2;1;2;1.678832117;0;;;;;;;;4;Punta Cana, La Altagracia, Dominican Republic;DR;DR10;36924;18.5269;-68.3656;-3363835;4;Punta Cana, La Altagracia, Dominican Republic;DR;DR10;36924;18.5269;-68.3656;-3363835;2.02E+13;https://www.smartertravel.com/cheapest-caribbean-islands/
817930381;20190121;201901;2019;2019.0575;;;;;;;;;;;DOM;DOMINICAN REPUBLIC;DOM;;;;;;;;0;43;43;4;1;2.8;6;1;6;1.678832117;0;;;;;;;;4;Punta Cana, La Altagracia, Dominican Republic;DR;DR10;36924;18.5269;-68.3656;-3363835;4;Punta Cana, La Altagracia, Dominican Republic;DR;DR10;36924;18.5269;-68.3656;-3363835;2.02E+13;https://www.smartertravel.com/cheapest-caribbean-islands/
817930382;20190121;201901;2019;2019.0575;;;;;;;;;;;EDU;SCHOOL;;;;;;EDU;;;1;36;36;3;1;4;3;1;3;4.746835443;0;;;;;;;;3;Oakland University, Michigan, United States;US;USMI;;42.6759;-83.2177;633883;3;Oakland University, Michigan, United States;US;USMI;;42.6759;-83.2177;633883;2.02E+13;https://www.crainsdetroit.com/people/founding-dean-ous-medical-school-step-down
817930383;20190121;201901;2019;2019.0575;;;;;;;;;;;EDU;STUDENT;;;;;;EDU;;;1;42;42;4;1;1.9;6;1;6;-6.832298137;0;;;;;;;;3;Paris Hills, Kentucky, United States;US;USKY;;37.5962;-88.0448;500176;3;Hollywood, California, United States;US;USCA;CA037;34.0983;-118.327;1660757;2.02E+13;https://www.newsbusters.org/blogs/techwatch/alexander-hall/2019/01/21/twitter-wont-delete-threats-against-covington-maga-teens
817930384;20190121;201901;2019;2019.0575;;;;;;;;;;;EDU;SCHOOL;;;;;;EDU;;;0;43;43;4;1;2.8;10;1;10;-1.149425287;0;;;;;;;;4;Waterloo, Ontario, Canada;CA;CA08;12688;43.4667;-80.5333;-575624;4;Waterloo, Ontario, Canada;CA;CA08;12688;43.4667;-80.5333;-575624;2.02E+13;https://www.therecord.com/news-story/9136021-local-army-engineers-building-bridges-in-community-with-city-partners/
817930385;20190121;201901;2019;2019.0575;;;;;;;;;;;EDU;STUDENT;;;;;;EDU;;;0;52;52;5;1;3.5;6;1;6;3.464566929;0;;;;;;;;3;Morrisville, Vermont, United States;US;USVT;VT015;44.5617;-72.5984;1458547;3;Morrisville, Vermont, United States;US;USVT;VT015;44.5617;-72.5984;1458547;2.02E+13;http://digital.vpr.net/post/morrisville-school-project-highlights-local-figures
817930386;20190121;201901;2019;2019.0575;;;;;;;;;;;FRA;FRANCE;FRA;;;;;;;;1;50;50;5;1;3.5;1;1;1;1.382488479;0;;;;;;;;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;4;Paris, France (general), France;FR;FR00;16282;48.8667;2.33333;-1456928;2.02E+13;https://www.mediapost.com/publications/article/330845/dailymotion-taps-2-new-ad-tech-execs.html
817930387;20190121;201901;2019;2019.0575;;;;;;;;;;;FRA;FRANCE;FRA;;;;;;;;1;50;50;5;1;3.5;1;1;1;1.382488479;0;;;;;;;;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2.02E+13;https://www.mediapost.com/publications/article/330845/dailymotion-taps-2-new-ad-tech-execs.html
817930388;20190121;201901;2019;2019.0575;;;;;;;;;;;GBR;UNITED KINGDOM;GBR;;;;;;;;0;12;12;1;1;-0.4;1;1;1;-1.320528211;0;;;;;;;;1;Spain;SP;SP;;40;-4;SP;1;Spain;SP;SP;;40;-4;SP;2.02E+13;https://www.heraldscotland.com/news/17374485.theresa-may-warns-peoples-vote-could-damage-uks-social-cohesion/
817930389;20190121;201901;2019;2019.0575;;;;;;;;;;;GBR;UNITED KINGDOM;GBR;;;;;;;;0;12;12;1;1;-0.4;2;1;2;-1.320528211;0;;;;;;;;1;Spain;SP;SP;;40;-4;SP;1;United Kingdom;UK;UK;;54;-4;UK;2.02E+13;https://www.heraldscotland.com/news/17374485.theresa-may-warns-peoples-vote-could-damage-uks-social-cohesion/
817930390;20190121;201901;2019;2019.0575;;;;;;;;;;;GBR;UNITED KINGDOM;GBR;;;;;;;;1;20;20;2;1;3;1;1;1;-2.073732719;0;;;;;;;;5;Dundee City, Dundee City, United Kingdom;UK;UKU3;40177;56.4667;-2.91667;6077667;5;Dundee City, Dundee City, United Kingdom;UK;UKU3;40177;56.4667;-2.91667;6077667;2.02E+13;https://www.thecourier.co.uk/fp/news/local/dundee/811664/one-shot-to-turn-dial-on-the-prospects-and-prosperity-of-dundee/
817930391;20190121;201901;2019;2019.0575;;;;;;;;;;;GBR;BRITAIN;GBR;;;;;;;;1;36;36;3;1;4;10;1;10;-7.962529274;0;;;;;;;;4;Glasgow, Glasgow City, United Kingdom;UK;UKV2;40176;55.8333;-4.25;-2597039;4;Glasgow, Glasgow City, United Kingdom;UK;UKV2;40176;55.8333;-4.25;-2597039;2.02E+13;https://www.dailystar.co.uk/news/latest-news/754873/cardiff-unhealthy-list-die-early-food-alcohol
817930392;20190121;201901;2019;2019.0575;;;;;;;;;;;GBR;UNITED KINGDOM;GBR;;;;;;;;0;43;43;4;1;2.8;2;1;2;1.095890411;0;;;;;;;;4;West Midlands, United Kingdom (general), United Kingdom;UK;UK00;40136;52.5;-1.96667;-2611326;4;West Midlands, United Kingdom (general), United Kingdom;UK;UK00;40136;52.5;-1.96667;-2611326;2.02E+13;http://www.thebusinessdesk.com/westmidlands/news/2025680-defence-giant-bae-systems-sells-control-of-vehicles-arm%C2%A0to-german-rival
817930393;20190121;201901;2019;2019.0575;;;;;;;;;;;GBR;BRITISH;GBR;;;;;;;;1;62;62;6;2;7.4;2;1;2;-5.492424242;0;;;;;;;;1;Brazil;BR;BR;;-10;-55;BR;1;United Kingdom;UK;UK;;54;-4;UK;2.02E+13;https://www.caribbeanlifenews.com/stories/2019/1/2019-01-25-kw-kams-kapsules-cl.html
817930394;20190121;201901;2019;2019.0575;;;;;;;;;;;GOV;ADMINISTRATION;;;;;;GOV;;;1;10;10;1;1;0;2;1;2;2.88;0;;;;;;;;3;Broward County, Florida, United States;US;USFL;;26.1504;-80.4831;295753;3;Broward County, Florida, United States;US;USFL;;26.1504;-80.4831;295753;2.02E+13;http://floridapolitics.com/archives/285960-ron-desantis-decries-good-old-boys-network-in-touting-his-picks
817930395;20190121;201901;2019;2019.0575;;;;;;;;;;;GOV;KING;;;;;;GOV;;;0;13;13;1;1;0.4;1;1;1;0.936329588;0;;;;;;;;4;Red Sea, Djibouti (general), Djibouti;DJ;DJ00;25312;19;39.5;-2037160;4;Red Sea, Djibouti (general), Djibouti;DJ;DJ00;25312;19;39.5;-2037160;2.02E+13;https://georgetowner.com/articles/2019/01/21/celebrating-dr-kings-abiding-spirit/
817930396;20190121;201901;2019;2019.0575;;;;;;;;;;;GOV;PRINCE;;;;;;GOV;;;1;42;42;4;1;1.9;10;1;10;4.255319149;0;;;;;;;;4;Valencia, Carabobo, Venezuela;VE;VE07;31933;10.1806;-68.0039;-960192;4;Valencia, Carabobo, Venezuela;VE;VE07;31933;10.1806;-68.0039;-960192;2.02E+13;http://www.kickoff.com/news/92433/ghanaian-midfielder-kevin-prince-boateng
817930397;20190121;201901;2019;2019.0575;;;;;;;;;;;GOV;KING;;;;;;GOV;;;1;42;42;4;1;1.9;2;1;2;2.88;0;;;;;;;;2;Florida, United States;US;USFL;;27.8333;-81.717;FL;3;Winter Park, Florida, United States;US;USFL;;28.6;-81.3392;293428;2.02E+13;http://floridapolitics.com/archives/285960-ron-desantis-decries-good-old-boys-network-in-touting-his-picks
817930398;20190121;201901;2019;2019.0575;;;;;;;;;;;GOV;KING;;;;;;GOV;;;1;51;51;5;1;3.4;6;1;6;0.986842105;0;;;;;;;;3;Paducah, Kentucky, United States;US;USKY;KY145;37.0834;-88.6;500106;3;Paducah, Kentucky, United States;US;USKY;KY145;37.0834;-88.6;500106;2.02E+13;http://www.westkentuckystar.com/News/Local-Regional/McCracken-County/Unity-Prayer-at-Paducah-March-to-the-Monument.aspx
